"title","composer","a2","style","key","actualKey","actualStyle","actualTempo","actualRepeats","data"
"Tonight I Shall Sleep","Ellington-Mercer","","Ballad","Db","","","0","0","[*AT44Db^7   |Ch7 F7b9 |Bb-7 Bb-7/Ab |Gh7 Gb9#11 |Fh7 Bb7b9 |Fh7 Bb7b9 |Eb13 F-7 |F#o7 Gh7 ][*BEb-7   |Ab9   |Db^7 C7#9 |B9 Bb7alt |Eb9 F-7 |Gbo7 Gh7 |E-9 A9 |Eb-7 Ab9 ][*ADb^7   |Ch7 F7b9 |Bb-7 Bb-7/Ab |Gh7 Gb9#11 |Fh7 Bb7b9 |Fh7 Bb7b9 |Eb13 F-7 |F#o7 Gh7 ][*CGb^9   |B9#11 F7b9 |Bb-9   |Eb13 Eo7 |F-7 Bb-7 |A9sus Ab9sus,Q |Db^7 E9 |A^7 Ab13 ZY[QDb^7   |C13   |B^7   |Bb7b9   |Eb13   |D^7   |Eb/Db   |UEb/Db   Z "
"Tonight You Belong To Me","Rose-David","","Medium Swing","C","","","0","0","{*AT44C^7,   |E-7,   |F^7,   |C^7, A7, |D-7, F-6, |C^7, A-7, |N1D7,   |G7   }        |N2D7, G7, |C^7   ][*BC7,   |G-7, C7, |Bb^7, F^7, |F^7,   |D7,   |A-7, D7, |G7,   |G7   ][*AC^7,   |E-7,   |F^7,   |C^7, A7, |D-7, F-6, |C^7, A-7, |D7, G7, |C^7, G7 Z "
"Too Close For Comfort","Bock-Weiss-Holofcener","","Medium Swing","C","","","0","0","{*AT44C^7,   |B7#5,   |Eh7,   |A7,   |Dh7,   |G7,   |N1C^7,   |D-7, G7 }        |N2C^7,   |G-7, C7, ][*BF7,   |F#o7,   |C/G,   |G-7, C7, |F7,   |F#o7,   |Ab7,   |D-7, G7 ][*AC^7,   |B7#5,   |Eh7,   |A7,   |Dh7,   |G7,   |C^7,   |G-7, C7 ][*DF7,   |F#o7,   |Ah7,   |D7b9,   |Ab7,   |G7,   |C^7,   | x  Z "
"Too Marvelous For Words","Richard Whiting","","Medium Swing","G","","","0","0","T44{*AA-7   |D7   |A-7   |D7   |G^7   |C7#11,   |N1B-7   |E-7   }        |N2B^7 F#7 |B6   ][*BD-7   |G7   |D-7   |G7   |C^7   |F7   |E-7 A7 |A-7 D7 ][*AA-7   |D7   |G^7 F7 |E7b9,   |A-7   |F7   |A-7 D7 |G6   Z "
"Too Young","Lippman-Dee","","Ballad","Bb","","","0","0","[*AT44Bb6   |D-7   |G-7   |C-7 F7 |Bb6   |D-7   |Eb^7   |Dh7 G7 |C-7 C-7/Bb |Ah7 D7b9 |G-7   |D-7 Db7 |C-7   |F7   |D-7 G7 |C-7 F7 ][*BBb6   |D-7   |G-7   |C-7 F7 |Bb6   |Bb7   |Eb6   |Dh7 G7 |C-7   |Eb-7   |D-7   |G7   |C-7   |F7   |Bb6   |C-7 F7 Z "
"Too Young To Go Steady","Jimmy McHugh","","Ballad","F","","","0","0","T44{*AF^7 D-7 |G-7 C7 |F^7 D-7 |G-7 C7 |A-7 D7 |N1G-7 sEh,A7|lD-7 G7 |G-7 C7 }    |N2G-7 C7 |F6   |Bh7 E7b9, ][*BA-7   |Bh7 E7b9, |A-7   |Bh7 E7b9 |A-7   |Bh7 E7b9, |A-7 D7 |G-7 C7 ][*AF^7 D-7 |G-7 C7  "
"Touch Of Your Lips, The","Ray Noble","","Medium Swing","C","","","0","0","*A[T44C^7 A-7 |D-7 G7 |C^7 A-7 |D-7 G7 |C^7 A-7 |D-7 G7 |Eh7   |A7b9   ]*B[Dh7   |G7b9   |C^7   |F#h7 B7b9 |E^7 C#-7 |F#-7 B7 |E^7   |D-7 G7 ]*A[C^7 A-7 |D-7 G7 |C^7 A-7 |D-7 G7 |C^7 A-7 |D-7 G7 |Eh7   |A7b9   ]*C[Dh7   |G7b9 E7b9#5 |A-7   |D7   |D-7   |G7   |C6   |D-7 G7 Z"
"Tour De Force","Dizzy Gillespie","","Medium Swing","Ab","","","0","0","{*AT44Dh7 Db-7 |C-7 B-7 |Bb-7 Eb7 |C-7 B-7 |Dh7 Db-7 |C-7 B-7 |Bb-7 Eb7 |N1Ab6,psBb-7,Ab7}            |N2lAb6   ][*BEb-7 Ab7 |Db^7 Do7 |Eb-7 Ab7 |Db^7   |F-7 Bb7 |Eb^7 Eo7 |F-7 E7 |Eb7   ][*ADh7 Db-7 |C-7 B-7 |Bb-7 Eb7 |C-7 B-7 |Dh7 D-7 |C-7 B-7 |Bb-7 Eb7 |Ab6   Z "
"Toy Tune","Wayne Shorter","","Medium Swing","F","","","0","0","{*AT44sBb-9,A-9,C-7,B-7,|lB-7   |Db/A   |Bb-7 B^7 |Gb^7 E-6 |D^7 G-9 |F^7   |N1E7alt   }            |N2Gb13   ][*BF-9 Eb-9 |Dh7 G7#9#5 |Co7   |B7alt   ][*AsBb-9,A-9,C-7,B-7,|lB-7,   |Db/A   |Bb-7 B^7 |Gb^7 E-6 |D^7 G-9 |F^7   |E7alt   Z "
"Toys","Herbie Hancock","","Medium Swing","D-","","","0","0","[*AT44Bb7(F7)   | x  |F7   | x  |E7#9   |Db   |C-7   | x  ][*BEb7   | x  |D-   |Bb7   |D-   |Bb7(D-)   |<Alt chords for head only>D-   | x  ] "
"Training","Michel Petrucciani","","Medium Swing","Ab","","","0","0","[*AT44lD-7 lG7 |lC-7   |lC#-7 lF#7 |lB^7   |lBb-7 lEb7 |lAb^7   |lBb-7 lEb7 |lAb^7   [*AlD-7 lG7 |lC-7   |lC#-7 lF#7 |lB^7   |lBb-7 lEb7 |lAb^7   |lGh lC7 |lF-7   ][*BlB-7 lE7 |lGh lC7 |lF-7   |lE-7   |lEb7   |lD7   |lF#-7/B lE-7/A |lAb^7   |*AlD-7 lG7 |lC-7   |lC#-7 lF#7 |lB^7   |lBb-7 lEb7 |lAb^7   |lBb-7 lEb7 |lAb^7   Z "
"Trane’s Blues","John Coltrane","","Medium Swing","Bb","","","115","0","[T44Bb7   |Eb7   |Bb7   | x  |Eb7   | x  |Bb7   | x  |C-7   |F7   |Bb7   | x  Z "
"Travels","Pat Metheny","","Even 8ths","G","","","0","0","{*AT44G^7   |Gadd9/B   |C C/D |G^7  sB7,|lE-,ppsD-,|lCadd9   |E- C/D |N1G Dsus }            |N2G F/G,G,][*BC D |Bb^7 C |F^7 G |C lBb/C,C,|lF^7 G7 |Eb^7 sFsus,F7,|lBb^7 C |Dsus D ][*AG^7   |G^7/B   |C^7 C^7/D |G^7  sB7,|lE-7 D-9, |C^7   |lE-7 C/D,Q |Gadd9 C/D ]Y           Q |G^7 sG,D/F#,]{lE- C/D |G^7 B7 |E- C/D |G^7  sD/F#,}|lE-7 C/D |fUG^7   Z "
"Tricotism","Oscar Pettiford","","Medium Up Swing","Db","","","0","0","*A{T44Db^7   | x  |Eb7   | x  |Gb^7 Go7 |Db6/Ab Bb7 |N1A7   |Ab7   }        |N2Eb-7 Ab7 |Db6   ]*B[A7   | x  |Db^7   |Ch7 F7b9 |Bb- Bb-^7 |Bb-7 Eb7 |Eb-7   |Ab7   ]*A[Db^7   | x  |Eb7   | x  |Gb^7 Go7 |Db6/Ab Bb7 |Eb-7 Ab7 |Db6   Z"
"Trinkle Tinkle","Thelonious Monk","","Medium Swing","Eb","","","0","0","*A{T44Bb-7 Eb7 |A7#11   |Ab7 Db7 |F#7 B7 |E7 F-7 |Bb7#5 Eb^7 |Eb^7   | x  }*B[Bb-7   |Eb7#11   |Ab^7   |Gh7(C7b9/G)   |C-7 F7 |Ab7 A7 |F#7 B7 |F-7 Bb7 ]*A[Bb-7 Eb7 |A7#11   |Ab7 Db7 |F#7 B7 |E7 F-7 |Bb7#5 Eb^7 |Eb^7   | x  Z<The last bar of every A section can be a 2/4 bar>"
"Triste","Antonio-Carlos Jobim","","Bossa Nova","A","","","0","0","*A[T44A^7   | x  |F^7#11   | x  |A^7   | x  |C#-7   |F#7b9   |B-7   |G#h7 C#7b9 |F#-7   |G#7#9   |C#^7   |D#-7 G#7 |C#^7 F#7 |B-7 E7 ]*B[A^7   | x  |A-7   |D7   |A^7   | x  |E-7   |A7   |D^7   |G7   |C#-7 F#7 |B7   |B-7   |E7   |A-7 D7 |A-7 D7 |A-7 D7 |UA-7 D7 Z"
"Troubled Waters","Arthur Johnston","","Medium Swing","F","","","0","0","{*AT44D-6   |G-7 G#o7 |A9 Bb9 |A9 Ab9 |G9 G#o7 |G-7 C7 |sF^,F/E,D-,D-/C,|N1lBb13 A7#5 }            |N2Bh7 E7 ][*BA-7 Eb9#11 |D9   |G13 Abo7 |A7sus A7 |D^7 E-7 |F#-7 F9 |E-7 F9 |Bb^7 A7#5 |[D-6   |G-7 G#o7 |A9 Bb9 |A9 Ab9 |G9 G#o7 |G-7 C7 |sF^,F/E,D-,Dbo,|lGh7/C  Q Z    Y|QBb-9   |Eb9sus   |fUC^   ] "
"Try A Little Tenderness","Harry Woods","","Ballad","Eb","","","0","0","*A{T44Eb^7 C-7 |F-7 Bb7 |Eb6 Gh7/Db |C7   |F7   |Bb7   |N1G-7 C7 |F-7 Bb7 }        |N2Eb6   |Bb-7 Eb7 ]*B[Ab^7   |Dh7 G7b9 |C-7   |F7   |F-7   |G-7 C7 |F-7   |Bb7   ]*A[Eb^7 C-7 |F-7 Bb7 |Eb6 Gh7/Db |C7   |F7   |Bb7   |Eb6   |F-7 Bb7 Z"
"Tune Up","Miles Davis","","Up Tempo Swing","Bb","","","0","0","{T44E-7   |A7   |D^7   | x  |D-7   |G7   |C^7   | x  |C-7   |F7   |Bb^7   |G-7   |N1E-7   |F7   |Bb^7   |A7   }|N2E-7   |A7   |D^7   | x  Z"
"Turn Out The Stars","Bill Evans","","Ballad","A-","","","0","0","*A[T44Bh7 E13 |A- A7#5 |D-7 G7b9 |C^7 A-7 |F-7 Bb7 |Eb^7 C-7 |A-7 D7 |G^7 E-7 |C#-7 F#7 |B^7 G#-7 |C#-7   |Bbh7 Eb7 |Ab-7   |Fh7 Bb7#9#5 |Eb-7 Eb-7/Db |B^7 Eb-7/Bb ]*B[A7sus A13b9 |D^7/A   |A7sus   |D^7/A   |G7sus G13b9 |C^7/G   |G7sus G7 |C^7/G C13 ]*C[B7#5   |E-7 Bb7#11 |A7#5   |D-7 Ab7#11 |G7#5   |C-7 Eb9 |Ab^7 C7b9 |F-9   |Dh7 G7#9#5 |C-7 Eb7sus |Ab^7 G7b9 |C^7 F#7#11 |Bh7 E13 |A-   |Ab7sus Ab13b9 |UC#-7 F#7 Z"
"Turnaround","Ornette Coleman","","Medium Swing","C","","","0","0","[T44C7   |F7   |C7   | x  |F7   |F-7   |C7   | x L  "
"Twisted","Wardell Gray","","Medium Up Swing","Bb-","","","170","0","{*iT44Bb7 Ab7 |Ab7 Bb7 |   r|    }[*ABb7   |Eb7,   | x  |F-7 Bb7 |Eb7   | x  |Bb7   |D-7 G-7 |C-7   |F7   |Bb7 G-7 |C-7 F7 Z "
"Twisted Blues","Wes Montgomery","","Medium Up Swing","Db","","","0","0","[T44Gb7   |G7   |Gb7   |G7   |Gb7   |G7   |Gb7   |G7   |Gb7   |Go7   |Db^7   |B-7 E7,Q |Bb-7 Eb7 |E-7 A7 |Eb-7 Ab7 |D-7 G7 ZY|QBb-7 Eb7 |A7 D7 |fDb7#9,   Z "
"Two For The Road","Henry Mancini","","Ballad","G","","","0","0","*A[T44F#h7   |B7b9   |E-7 E-7/D |C^7 C^7/B |A-7   |D7sus D7b9 |Co7/G G^7 |F#-7 B7b9 ]*B[E-7 B7b13 |E-7 A7b9 |D-7 A7b13 |D-7 G7b9 |Eh7 A7b9 |Dh7 G7b9 |C^7 C^7/B |A-7 A-7/G ]*A[F#h7   |B7b9   |E-7 E-7/D |C^7 C^7/B |A-7   |D7sus D7b9 |Co7/G G^7 |G7/F   ]*D[E-7 E-7/D |C#h7 C-6 |B-7 E-7/D |C^7   |B-7 Bb7 |A-7 D13b9 |UG6   |D-7 G7 Z"
"Two Not One","Lennie Tristano","","Up Tempo Swing","Ab","","","230","0","{*AT44Db^7   |Db-^7   |Ab^7   |F7#11   |Bb-7   |Eb7   |Ab^7   |Ab7   }[*BC7   | x  |F7   | x  |Bb7   | x  |Eb7   | x  ][*ADb^7   |Db-^7   |Ab^7   |F7#11   |Bb-7   |Eb7   |UAb^7   |Ab7   Z "
"Two Sleepy People","Hoagy Carmichael","","Ballad","C","","","0","0","{*AT44C E-7 |D-7 G7 |E-7 A7 |D-7 G7 |Bh7 Bb7#11 |A7   |D-7 G7 |C   }[*BF G7 |E-7 A7 |E-7 Eb-7 |D-7 G7 |F G7 |E-7 A7 |D7   |D-7 G7 ][*AC E-7 |D-7 G7 |E-7 A7 |D-7 G7 |Bh7 Bb7#11 |A7   |D-7 G7 |C   Z "
"Ugly Beauty","Thelonious Monk","","Waltz","Db","","","0","0","{*AT34Dh7   |G7b9   |Dh7   |Db^7 Eb7#11 |Eb-7   |Ab13b9   |Db^7   | x  }[*BAb-7   |Db7b9   |Bb7#5   |F-7 Bb7#11 |Ab9sus   |Ab7#11   |Ab-7   |G7b5   ][*ADh7   |G7b9   |Dh7   |Db^7 Eb7#11 |Eb-7   |Ab13b9   | x  |Db^7   Z "
"Undecided","Charlie Shavers","","Medium Up Swing","C","","","0","0",",*A,{T44C6   | x  |F7   | x  |D7   |D-7 G7 |N1C6 A7 |D-7 G7 }        |N2C6   | x  ],*B,[G-7 C7 | x  |F6   | x  |A-7 D7 | x  |G7   | x  ],*A,[C6   | x  |F7   | x  |D7   |D-7 G7 |C6   | x  Z "
"Under A Blanket Of Blue","Jerry Livingston","","Medium Swing","Ab","","","0","0","*A{T44Bb-7   |Eb7#5   |Ab^7 C-7 |F7   |Bb-7   |Eb7   |N1Ab^7   |F7(Ao7)   }        |N2Ab^7 Db-6 |Ab^7   ]*B[Eb-7   |Ab7   |Db^7   | x  |Bb7   |F-7 Bb7 |Bb-7   |Eb7#5   ]*A[Bb-7   |Eb7#5   |Ab^7 C-7 |F7   |Bb-7   |Eb7   |Ab^7 Db-6 |Ab^7   Z "
"Unforgettable","Gordon Irving","","Ballad","G","","","0","0","*A[T44G^7   | x  |Bbo7   | x  |C^7   | x  |E-7   |A7   ]*B[F^7   |Bb7   |C^7 F7 |E-7 A7 |D9   | x  | x  | x  ]*A[G^7   | x  |Bbo7   | x  |C^7   | x  |E-7   |A7   ]*C[F^7   |Bb7   |C^7 F7 |E-7 A7 |D9   |D-7 G7 |UC^7   |A-7 D7 Z"
"Unit Seven","Sam Jones","","Medium Up Swing","C","","","0","0","{*AT44C7   | x  | x  | x  |F7   | x  |C7   |A7#5   |Ab^7   |Db^7(G7#5)   |C^7   |N1G7   }            |N2A7   ][*BD-7   |G7   |C^7   |A7b9   |D-7   |G7   |E7 A7 |D-7 G7 ][*AC7   | x  | x  | x  |F7   | x  |C7   |A7#5   |Ab^7   |Db^7(G7#5)   |C^7   |G7   Z "
"United","Wayne Shorter","","Waltz","F","","","0","0","[T34Eh7   |A7b9   |D-   | x  |Eh7   |A7b9   |D-   | x  |C-7   |F7   |Bb^7   |Ab-7 Db7 |Gb^7   |G-7 C7 |F^7   | x  Z "
"Unity Village","Pat Metheny","","Ballad","A-","","","0","0","[*AT44A-   |E7   |F^7   | x  |A-   |E7   |F^7   |Bb^7,   ][*BA^7   |C#-9   |G#-7 Eb7#9 |F#-7 B7sus |E^7   |E/C   |   r|    ][*CC/D   |G/D   |Eb/D   |Bb/D   |Bb C/Bb |F/A   |B/F E |E7sus   Z "
"Unrequited","Brad Mehldau","","Even 8ths","C","","","0","0","[*AT44E-7 C^7 |A-7 B7 |C-9 C-9/Bb |A-7b5 D7b9 |Bb^7 Eb^7 |C-7 D7b9 |Eb-9 F7 |F#o7 G-7 ||G7#5 B/F# |F7b5 F7 |Bb-6 F#-6 |E6   |Eb7   |Ab7b9   |C#-9 A-7 |G B7 ]                [Q<ral....>C^7   |B7   |Bb^7   |fAb-   Z "
"Up Jumped Spring","Freddie Hubbard","","Waltz","Bb","","","0","0","*A{T34Bb^7   |G7#5   |C-7   |F7 F#o7 |G-7   |F-7   |Eh7   |A7b9   |D-7   |Eb-7   |D-7   |Eb-7   |N1B7#11   |E7   |Ch7   |F7   }|N2C-7   |F7   |Bb6   |Ah7 D7 ]*B[G-7   |C7   |F^7   |D-7   |Ab-7   |Eb-7   |C-7 <D.C. al 3rd ending>  |F7   ]Y|N3C-7   |F7   |B^7   |Bb^7   Z"
"Up With The Lark","Jerome Kern","","Medium Swing","C","","","0","0","{*iT34C^7/G |C6/G |G9sus |G7<*033X> }C6, |Eb13, |Ab^7 |G7#9#5 ][*AC6 |G9 |C69 |G9sus |E-7 |A-7 |x |D13 ||D-7 |G13 |D-7 |G13 |C69 |Eb13 |Ab^7 |G7#9#5 ][*BC9 |G9 |C69 |G-7 |F#-7 |B7 |E69 |C#-7 |F#-7 |B7 |E^7 |x |F-7 |Bb7 |Eb69 |x |A13 |A7#5 |D^7 |x |B/G |A/F |G/Eb |F/Db ][*AC6 |G9 |C69 |F-7 |E-7 |A-7 |D7 |Ab7 ||C^7/G |C6/G |G9sus |G7 |C6, |Eb13, |Ab^7 |G7#9#5 Z "
"Upper Manhattan Medical Group","Billy Strayhorn","","Medium Up Swing","Db","","","0","0","*A{T44Fh7   |Bb7b9   |Eb-7   |Ab7   |Dbo7 Db6 |Db^7   |N1Db-7   |Gb7   }        |N2Ab-7   |Db7   ]*B[Gh7   |C7b13   |F^7   | x  |Abh7   |Db7b13   |Gb-   |Ab7   ]*A[Fh7   |Bb7b9   |Eb-7   |Ab7   |Dbo7   |Db6   |Dbo7   |Db6   Z"
"Valse Hot","Sonny Rollins","","Waltz","Ab","","","0","0","[T34Ab^7   |Db^7   |C-7   |F7   |Bb-7   |Eb7   |Ab^7   |F7   |Bb-7   |Db-7   |C-7   |F7   |Bb-7   |Eb7   |Ab^7   |Eb7   Z"
"Very Early","Bill Evans","","Waltz","C","","","0","0","*A{T34C^7   |Bb7   |Eb^7   |Ab7b9   |Db^7   |G7   |C^7   |Bb7#11   |D^7   |A-7   |F#-7   |B7b9   |E-7   |Ab7   |Db^7   |G7   }*B[B^7   |Ab7b9   |Db^7   |Bb7   |B^7   |G7   |C^7   |Ab7   |Db^7   |G7   |C^7   |A7alt   |D-7 E-7 |F^7 G7,Q |C^7   |G7   ZYZZ"
"Very Thought Of You, The","Ray Noble","","Ballad","Ab","","","0","0","*A[T44Ab^7 Db^7 |C-7 Eb7sus |Ab6 Db^7 |C-7 Eb7sus |Ab6 Bb-7 |Bo7 Ab6/C |Bb9   | x  ]*B[Bb-7 Eb7 |Gh7 C7b9 |F-7 F-7/Eb |Dh7 G7 |C-7 Fh7 |Bb7sus Bb7 |Bb-7 F7#9 |E7#11 Eb7 ]*A[Ab^7 Db^7 |C-7 Eb7sus |Ab6 Db^7 |C-7 Eb7sus |Ab6 Bb-7 |Bo7 Ab6/C |Bb9   | x  ]*C[Bb-7 Eb7 |Gh7 C7b9 |F-7 F-7/Eb |Dh7 Ao7 |Bb-7 Ao7 |Bb-7 Eb7 |Ab6   |Eb7   Z"
"Violets For Your Furs","Adair-Dennis","","Ballad","F","","","0","0","[*AT44G-7 C7 |F^7   |Bb-7 Eb7 |F^7 D7b9, |G-7 C7 |F^7   |A-7 D7b9, |G-7 D7b9#5, ][*BG-7 C7 |F^7 D7b9, |G-7 C7 |F^7 D7b9, |G-7 C7 |F^7 D7 |G7   |G-7 C7 ][*AG-7 C7 |F^7   |Bb-7 Eb7 |F^7 D7b9, |G-7 C7 |F^7   |A-7 D7b9, |G-7   ][*CBb^7   |Eb7   |F^7 Eb7 |D7   |Db7 C7#5, |F6 D7 |G-7 C7 |UF6 D7b9 Z "
"Virgo","Wayne Shorter","","Ballad","F","","","0","0","*A[T44F^7   |Bb-7 Eb7 |Dh7 Bb13 |A^7   |A-7   |F-7 Bb7 |Eh7 Eb13 |D^7   ]*B[D-7   |C-7 F7 |Eb7 D7 |G-7 Ab7 |Db^7   |D-7 G7 |G-7   |C#-7 F#7 ]*C[F^7   |Bb-7 Eb7 |Dh7 Bb13 |A^7   |A-7   |F-7 Bb7 |Eh7 Eb13 |D-7 Db7#5 |C-7 F7 |Bb^7   |E7#5 A7#5 |D-7   |G-7 C7 Z"
"Voyage","Kenny Barron","","Up Tempo Swing","F-","","","0","0","*A{T44F-6   | x  |F#-6   |F7b9   |Bb-7   |Gh7 C7b9 |N1F-6   |Gh7 C7b9 }        |N2F-6   | x  ]*B[Db^7   |E-7 A7 |D^7   |F-7 Bb7 |Eb^7   |F#-7 B7 |E^7   |Gh7 C7b9 ]*A[F-6   | x  |F#-6   |F7b9   |Bb-7   |Gh7 C7b9 |F-6   |Gh7 C7b9 Z"
"Wait Till You See Her","Richard Rodgers","","Medium Swing","Eb","","","0","0","{*AT34F-7   |Bb7   |Eb^7   | x  |F-7   |N1Bb7   |Eb^7   | x  }    |N2D7   |G-7   | x  ][*BC-7   |F7,   |G-7   |Bb^7,   |C-7   |G7b9   |C7   |C7b13   ][*CF-7   |Bb7   |C-7   |C-7/Bb   |C7   |F9   |F-7/Ab   |G7   ][*DCh7/Gb   |F7   |E7   |Eb7,   |F-7   |Bb7   |Eb6   | x  Z "
"Walk Tall","Cannonball Adderley","","Funk","C","","","0","0","{T44G7 C7 | x  | x  | x  |G7 C7 | x  | x  | x  |B-7   |E-7   |D7sus   |sA-7,B-7,lC^7 |B-7   |E-7   |A-7   |D7sus   |D7sus   |T24D7sus }  {<Vamp>G7 C7 |G7 C7 } "
"Walkin'","Miles Davis","","Up Tempo Swing","F","","","0","0","[T44F7   |Bb7   |F7   |C-7 F7 |Bb7   |Bo7   |F7   |A-7 D7 |G-7   |C7   |F7 D7 |G-7 C7 Z"
"Walkin' My Baby Back Home","Ahlert-Turk","","Medium Swing","Bb","","","0","0","[*iT44Bb^7   |Bo   |C-7   |F7   ]{*ABb^7   | x  |Bb^7 G7 |C7   |F7   | x  | x  |Bb^7   }[*BD-7   |G7   |G-7   |A7   |D-7   |G7   |C7   |F7   ][*ABb^7   | x  |Bb^7 G7 |C7   |F7   | x  | x  |Bb^7   Z "
"Walkin' Shoes","Gerry Mulligan","","Medium Swing","Eb","","","0","0","{*AT44Eb   |Ab7   |Eb   |Gh7 C7 |F-7   |A-7 D7 |G-b6 Gb-7 |N1psF-,lE7#9 }            |N2psF-,E7,Ab7,][*BlG7   | x  |C-6   | x  |C-7   |F7   |F-7   |Bb7   ][*CEb   |Ab7 Ao7 |Eb Ab |Gh7 C7 |Fh7 C9 |F-7 Bb7b5 |Eb   |Bb7   Z "
"Walkin' up","Bill Evans","","Medium Swing","C","","","0","0","{*AT44C^7 Bb^7 |Ab^7 Gb^7 |F^7 B13 |E^7 A^7#11 |Eb^7 Ab^7 |Db^7, Gb^7 |B^7 E^7 |A^7 D^7 }[*BAb7sus   | x  | x  | x  ||G7sus   | x  | x  | x  ][*AC^7 Bb^7 |Ab^7 Gb^7 |F^7 B13 |E^7 A^7#11 |Eb^7 Ab^7 |Db^7, Gb^7 |B^7 E^7 |A^7 D^7 Z "
"Waltz For Debby","Bill Evans","","Waltz","F","","","0","0","*A[T34F^7/A |D-7 |G-7 |C7 |A7/G |D7/F# |G7/F |C7/E |F7/Eb |Bb6/D |Gh7/Db |C7 |A-7 |D-7 |G-7 |C7 |F^7/A |D-7 |G-7 |C7 |A7/C# |D7/C |G7/B |C7/Bb |A7 |D-7 |B7 |E7 |A^7/C# |A^7/B |A^7 |A^7/G# ]*B[G-7 |C7 |A-7 |D7 |G-7 |A7 |D-7 |C-7 |Bb^7 |A7 |D-7 |G7 |Ab^7 |Db^7 |G-7 |C7 ]*A[F^7/A |D-7 |G-7 |C7 |A7/G |D7/F# |G7/F |C7/E |F7/Eb |Bb6/D |Gh7/Db |C7 |A-7 |D-7 |B-7 |E7 |A-7 |F7 |Bb^7 |A7alt |D-7 |x |G7 |G#o7 |A-7/C |Abo7/C |G-7/C |C7 |F6 |D-7 |G-7 |C7 Z"
"Warm Valley","Duke Ellington","","Ballad","Bb","","","0","0","{*AT44Bb^7   |E9   |Eb9   |D7   |Dh7 G7b9 |C-7 Ch7/F, |N1Bb^7 C-7/F |Bb69/F Ch7/F }        |N2Bb^7 C-7 |D-7 Eb^7 ][*BE^7 C#-7 |G#-7 Go7 |F#-7 B7 |B-7 E7 |A^7   |Eh7 A7 |D^7 C#h7 |Ch7 Ch7/F ][*ABb^7   |E9   |Eb9   |D7   |Dh7 G7b9 |C-7 Ch7/F |Bb^7/F C-7/F |Bb^7/F Eo7/F }Y|N3Bb^7/F Go7/F |Bb^7/F Go7/F |Bb/F Go7/F |fBb^7   Z "
"Watch What Happens","Michel Legrand","","Bossa Nova","Eb","","","0","0","*A{T44Eb^7   | x  |F9   | x  |F-7   |Bb7   |N1Eb^7 E^7 |F^7 E^7 }        |N2Eb^7 E^7 |F^7 Gb^7 ]*B[G^7   | x  |G-7   |C7   |F^7   | x  |F-7   |Bb7   ]*A[Eb^7   | x  |F9   | x  |F-7   |Bb7   |Eb6   |E6 D6 |Eb6   |E6 D6 |Eb6   |F-7 Bb7 Z"
"Watermelon Man","Herbie Hancock","","Even 8ths","F","","","0","0","[T44F7#9   | x  | x  | x  |Bb9   | x  |F7#9   | x  |C9   |Bb9   |C9   |Bb9   |C9   |Bb9   |F7#9(Ab13)   | x  Z"
"Wave","Antonio-Carlos Jobim","","Bossa Nova","D","","","0","0","*A{T44D^7   |Bbo7   |A-7   |D7b9   |G^7   |G-6   |F#13 F#7b13 |B9 B7b9 |E9   |Bb7 A7 |D-7 G7 |D-7 G7 }*B[G-7/Bb   |C7/Bb   |F^7/A   | x  |F-7/Ab   |Bb7/Ab   |Eb^7/G   |A7b9   ]*A[D^7   |Bbo7   |A-7   |D7b9   |G^7   |G-6   |F#13 F#7b13 |B9 B7b9 |E9   |Bb7 A7 |D-7 G7 |UD-7 G7 Z"
"Way You Look Tonight, The","Jerome Kern","","Up Tempo Swing","F","","","0","0","*A{T44F^7   |D-7   |G-7   |C7   |F^7   |D7   |G-7   |C7   |C-7   |F7   |Bb^7   |G-7 C7 |F6 D-7 |G-7 C7 |F6 D-7 |N1G-7 C7,Q }            |N2Bb-7 Eb7 ]*B[Ab^7   |F7   |Bb-7   |Eb7   |Ab^7   |F-7   |Bb-7   |Eb7   |Ab^7   |F7   |Bb-7   |Eb7   |Ab^7   |Db^7   |G-7  <D.C. al CODA> |C7   ]YQ|G-7   |C7   |F6 D-7 |G-7 C7 Z"
"Wayne's Thang","Kenny Garrett","","Medium Up Swing","E-","","","0","0","[*AT44E-7   | x  |C6   | x  |B7b9b13   | x  |E-7   | x  ][*AE-7   | x  |C6   | x  |B7b9b13   | x  |E-7   | x  Z "
"We See","Thelonious Monk","","Medium Up Swing","Bb","","","0","0","{*AT44Bb^7 Ab7 |Gb7   |C-7   |F7   |F-7 Bb7b9 |Eb^7 Ab7 |C7   |F7   }[*BC-7   |F7   |C-7   |F7   |C-7   |F7   |C-7   |F7   ][*ABb^7 Ab7 |Gb7   |C-7   |F7   |F-7 Bb7b9 |Eb^7 Ab7 |C7   |F7 Bb^7 Z "
"We Will Meet Again","Bill Evans","","Waltz","C-","","","0","0","[T34C-6   | x  |F-7   | x  |Dh7   |G7b9   |C-6   | x  |Ab^7   |G7b9   |C-6   | x  |Ah7   |D7#9   |G7b9sus   |G13b9   Z"
